age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country
49,56,10,9,40,9,29,75,0,40,72
25,56,10,9,43,9,50,75,0,37,72
45,62,10,9,40,48,29,75,0,40,72
41,66,16,14,40,57,29,75,0,75,72
29,56,10,9,43,38,45,75,1,40,72
50,37,14,10,40,17,29,75,0,40,42
53,62,17,16,40,57,29,75,0,40,72
59,56,10,9,11,38,45,75,0,40,72
18,56,7,6,43,24,50,75,0,27,72
30,37,15,13,64,57,45,75,1,40,72
28,56,10,9,43,0,45,75,0,40,72
38,37,15,13,40,57,77,75,1,40,72
32,18,12,12,40,58,29,75,0,50,72
39,56,16,14,40,16,77,75,1,65,72
23,56,15,13,43,16,45,75,1,38,72
58,62,13,11,11,60,45,75,0,56,72
23,56,14,10,43,9,50,75,0,15,72
45,56,13,11,40,17,29,75,0,70,72
46,56,12,12,40,38,29,75,0,40,72
27,56,10,9,40,9,29,75,0,40,72
66,56,10,9,76,0,45,75,1,40,72
38,63,8,7,40,16,29,75,0,45,72
31,56,14,10,40,9,29,75,0,50,72
31,66,15,13,43,0,45,75,0,47,72
57,56,12,12,11,0,45,4,1,40,72
33,56,14,10,40,9,29,75,0,40,72
55,56,14,10,11,9,45,75,0,40,72
66,37,10,9,76,70,45,4,1,40,72
47,62,10,9,40,16,29,75,0,42,72
44,66,15,13,40,0,29,75,0,40,72
22,56,14,10,43,60,50,75,0,40,72
22,18,15,13,43,57,50,75,0,10,72
59,18,10,9,76,38,73,75,1,40,72
24,56,13,11,40,9,29,75,0,40,72
53,56,16,14,40,16,29,75,0,55,72
28,56,12,12,40,24,29,75,0,40,44
59,56,10,9,40,60,29,75,0,40,72
20,56,10,9,43,9,50,75,1,40,72
54,56,10,9,43,0,45,75,0,41,72
45,56,14,10,11,70,45,75,0,50,72
36,63,14,10,40,17,29,75,0,8,72
25,56,14,10,40,48,77,75,1,60,72
35,56,15,13,40,16,29,75,0,70,72
28,56,15,13,40,60,29,75,0,60,72
32,56,15,13,40,16,29,75,0,60,72
30,56,10,9,43,48,45,75,0,40,72
42,56,15,13,40,16,29,75,0,45,72
28,37,10,9,40,58,29,75,0,40,72
34,63,11,15,43,57,45,75,1,60,72
42,56,15,13,40,68,29,75,0,50,72
23,18,14,10,43,60,45,75,1,35,72
42,37,7,6,43,17,73,75,0,35,72
46,56,8,7,40,48,29,4,0,40,72
33,56,11,15,40,16,77,75,1,40,72
51,63,14,10,40,60,29,75,0,60,72
40,56,14,10,40,38,29,75,0,50,72
61,56,14,10,40,0,77,75,1,34,72
18,56,14,10,43,60,50,4,1,21,72
32,56,10,9,43,24,45,75,0,40,72
23,56,14,10,43,60,45,4,1,20,72
33,56,13,11,11,60,45,75,0,40,72
42,37,10,9,40,58,29,75,0,90,72
54,56,16,14,11,68,45,75,0,40,72
42,37,15,13,11,57,73,4,1,30,72
28,56,15,13,43,60,47,75,1,45,72
17,56,7,6,43,60,50,75,1,20,72
40,56,10,9,11,68,73,75,1,40,72
67,63,17,16,40,57,29,75,0,35,72
43,63,15,13,43,60,45,75,0,42,72
31,56,10,9,40,70,29,75,0,38,72
44,56,14,10,40,38,29,75,0,40,72
28,56,10,9,43,48,73,75,1,40,42
42,63,15,13,40,17,29,75,0,80,72
39,56,14,10,11,17,73,75,1,45,72
37,56,10,9,40,48,29,4,0,40,72
46,56,11,15,40,57,29,75,0,50,72
33,56,14,10,43,9,45,4,0,40,72
25,56,10,9,43,38,50,75,1,40,72
56,56,10,9,40,9,29,75,0,40,72
41,56,17,16,40,16,29,75,0,50,6
32,56,15,13,43,57,45,75,0,40,72
53,56,17,16,11,57,45,75,0,50,72
50,56,10,9,40,24,29,4,0,40,72
49,56,16,14,40,57,29,75,0,50,72
26,56,14,10,40,9,29,75,0,40,72
18,56,7,6,43,38,50,75,0,40,72
39,56,10,9,40,48,29,75,0,42,72
55,37,16,14,40,57,29,4,0,40,72
37,56,15,13,43,38,45,4,0,32,72
37,56,15,13,40,16,29,75,0,50,72
42,56,14,10,40,9,29,75,0,40,72
48,56,10,9,40,48,29,75,0,40,72
31,56,6,5,43,9,50,1,0,35,72
48,66,16,14,40,57,29,75,0,40,72
28,56,12,12,40,24,29,4,0,40,72
41,56,14,10,40,38,29,4,0,40,72
46,56,10,9,40,0,77,75,1,40,72
44,37,13,11,43,9,45,75,0,44,72
40,56,12,12,11,57,73,75,1,32,72
29,56,10,9,40,9,29,75,0,45,72
90,56,10,9,76,0,73,75,1,25,72
26,56,15,13,40,0,77,75,1,40,72
53,56,12,12,40,16,29,75,0,99,72
41,56,15,13,11,16,45,75,0,50,72
38,66,10,9,43,48,73,4,1,38,72
19,56,8,7,43,9,45,75,0,56,72
51,62,14,10,40,16,29,75,0,40,72
44,56,16,14,40,57,29,75,0,42,72
23,37,12,12,43,58,45,75,0,52,72
41,62,15,13,40,16,29,75,0,40,72
71,56,3,3,40,70,29,75,0,40,72
63,56,12,12,11,16,45,75,0,40,72
44,56,14,10,40,57,29,75,0,45,72
18,62,8,7,43,60,50,75,0,15,72
19,56,14,10,43,57,50,75,0,10,72
27,56,15,13,40,16,77,3,1,40,65
20,56,10,9,43,24,50,75,0,40,72
55,56,10,9,40,60,77,75,1,50,72
19,63,14,10,43,70,50,75,0,30,72
28,56,15,13,40,60,29,75,0,45,72
37,56,8,7,40,38,29,75,0,44,72
60,66,14,10,40,70,29,75,0,40,72
18,56,8,7,43,48,50,75,0,20,61
32,56,10,9,40,16,77,75,1,50,72
38,56,10,9,11,48,45,75,1,25,72
28,56,13,11,43,60,45,75,0,40,72
39,56,7,6,76,38,45,4,0,40,72
31,56,10,9,40,9,29,75,0,40,72
45,56,14,10,11,48,45,75,1,50,72
35,56,10,9,40,48,77,75,1,40,72
33,63,15,13,40,9,29,75,0,50,72
52,62,15,13,40,16,29,75,0,60,72
44,56,14,10,40,57,29,75,0,40,72
53,56,10,9,11,48,45,4,0,40,72
31,56,10,9,40,0,29,75,0,35,72
40,56,12,12,11,16,45,75,0,40,72
17,56,7,6,43,24,47,75,0,10,14
40,56,10,9,41,24,45,75,0,60,53
25,56,14,10,40,70,29,75,0,38,72
30,63,13,11,40,57,29,75,0,65,72
19,56,10,9,43,48,47,4,0,40,72
57,56,10,9,40,16,29,75,0,60,72
19,63,6,5,43,57,45,75,0,35,42
29,18,15,13,40,16,29,75,0,40,72
46,37,16,14,11,57,73,75,1,50,6
73,56,10,9,40,17,29,3,0,40,52
37,56,17,16,64,57,73,75,1,40,72
33,56,10,9,43,9,45,75,0,41,72
43,56,10,9,40,16,29,75,0,50,72
30,37,14,10,40,9,29,75,0,40,72
50,56,12,12,40,9,29,75,0,45,72
47,56,14,10,40,57,29,75,0,40,72
32,56,15,13,43,0,45,75,1,48,72
34,63,8,7,40,70,29,75,0,60,72
25,56,14,10,43,48,50,75,1,35,72
20,56,14,10,43,60,50,75,0,25,72
40,66,16,14,40,57,77,75,1,37,72
61,56,10,9,11,24,45,4,1,40,72
62,56,15,13,40,57,29,75,0,40,72
43,56,12,12,40,60,29,4,0,60,72
36,37,17,16,40,57,29,75,0,50,72
30,56,10,9,43,70,50,4,0,40,72
21,56,14,10,43,48,50,4,0,40,49
44,56,10,9,11,0,73,75,1,40,72
62,56,6,5,43,55,45,4,1,22,72
38,63,10,9,40,48,29,75,0,80,33
26,56,9,8,40,55,77,46,1,40,12
57,66,10,9,11,16,45,75,1,50,72
46,37,15,13,40,57,77,75,1,70,72
23,56,10,9,43,60,45,75,0,48,72
46,63,10,9,40,17,29,75,0,70,72
53,62,10,9,40,60,29,75,0,40,72
29,56,15,13,43,16,45,75,0,35,72
48,62,13,11,40,9,29,75,0,70,72
20,56,10,9,43,24,47,75,0,45,72
61,56,14,10,40,68,29,75,0,18,72
50,56,14,10,11,68,45,75,1,36,72
23,56,15,13,43,0,45,75,1,40,72
22,56,3,3,43,24,45,75,0,40,42
53,37,16,14,40,57,29,75,0,40,72
28,56,15,13,40,57,29,75,0,55,72
59,56,14,10,40,70,29,75,0,35,72
65,56,7,6,76,60,45,75,1,20,72
50,18,16,14,40,68,29,75,0,40,72
38,18,10,9,40,0,29,75,0,40,72
49,18,10,9,40,38,29,75,0,40,72
37,63,14,10,40,16,77,75,1,15,72
29,56,10,9,43,48,45,75,1,38,72
44,56,14,10,40,9,29,75,0,40,72
50,18,15,13,40,16,77,1,1,40,72
23,56,10,9,40,38,29,75,0,48,72
28,56,10,9,40,70,29,75,0,70,72
51,56,14,10,40,9,29,75,0,48,72
26,56,10,9,43,9,50,75,0,36,72
41,56,10,9,40,9,29,75,0,40,72
32,56,6,5,40,70,29,75,0,50,72
30,56,10,9,43,60,45,75,1,40,72
28,56,15,13,40,57,77,75,1,24,72
38,56,7,6,11,38,45,3,1,40,54
45,56,11,15,40,16,29,75,0,40,72
52,37,10,9,11,0,45,75,1,45,72
58,56,15,13,40,48,29,3,0,40,65
50,56,14,10,40,16,29,75,0,50,72
38,63,10,9,43,17,45,75,0,52,72
28,56,15,13,43,60,45,75,0,40,72
31,56,14,10,11,0,45,75,1,50,72
37,56,10,9,40,70,29,75,0,50,72
44,37,16,14,40,57,29,75,0,40,72
46,56,10,9,40,60,29,75,0,40,72
35,62,12,12,43,60,50,75,0,40,72
49,56,13,11,40,60,29,75,0,25,72
39,37,12,12,40,0,77,75,1,20,72
44,62,14,10,40,60,29,75,0,50,72
62,62,10,9,40,16,29,4,0,72,72
27,56,15,13,43,0,45,75,1,45,72
41,56,7,6,41,9,45,75,1,40,72
51,56,10,9,11,57,73,75,0,40,72
65,56,5,4,40,9,29,75,0,40,72
24,56,14,10,43,16,50,75,0,40,72
44,56,10,9,11,38,50,75,0,40,72
59,63,10,9,40,17,29,75,0,35,72
19,56,10,9,43,9,50,75,0,40,72
53,63,9,8,40,9,29,75,0,45,72
30,56,15,13,43,57,45,75,0,70,72
40,63,10,9,40,9,29,75,0,30,72
41,56,8,7,40,9,29,75,0,50,72
66,56,8,7,40,60,29,75,0,26,72
43,63,9,8,40,70,29,75,0,60,72
38,56,14,10,40,60,29,75,0,60,72
31,63,5,4,40,57,29,75,0,60,72
34,56,10,9,40,9,29,4,0,40,72
35,56,14,10,40,9,29,75,0,35,72
22,56,10,9,43,0,45,75,1,60,72
55,63,12,12,40,60,29,75,0,60,72
36,56,10,9,64,0,73,4,1,40,72
40,56,15,13,64,60,45,75,0,40,72
47,56,13,11,40,48,29,75,0,26,72
28,63,14,10,43,9,50,75,0,50,8
37,56,3,3,40,38,29,75,0,40,42
60,56,15,13,11,57,45,75,1,48,72
18,56,14,10,43,48,50,75,0,30,72
29,56,14,10,43,68,45,75,0,52,72
29,62,10,9,40,48,29,75,0,40,72
27,56,8,7,43,24,47,4,0,40,72
47,62,16,14,40,16,29,75,0,55,72
57,56,3,3,40,17,29,75,0,45,42
34,56,10,9,64,70,45,4,0,20,72
41,56,15,13,40,57,29,75,0,40,72
32,56,13,11,40,70,29,75,0,45,72
29,56,15,13,43,57,73,75,1,50,72
62,56,10,9,76,48,45,75,1,24,72
22,56,10,9,43,48,50,75,0,40,72
36,56,14,10,43,38,73,75,0,45,72
37,56,14,10,40,38,29,75,0,40,72
22,56,13,11,43,9,50,75,0,40,72
58,56,14,10,40,60,29,75,0,12,72
30,56,5,4,64,70,45,75,0,35,72
34,56,10,9,40,70,29,75,0,50,72
24,56,10,9,40,48,29,75,0,45,72
28,56,10,9,40,70,29,75,0,40,72
37,56,15,13,43,17,45,75,0,30,72
55,66,14,10,40,0,77,75,1,37,72
68,63,10,9,40,16,29,75,0,40,72
32,56,14,10,43,0,50,75,1,40,72
23,56,10,9,43,16,45,4,0,45,72
36,56,10,9,43,48,45,4,1,40,72
55,63,10,9,76,60,45,75,0,40,72
18,56,9,8,43,60,50,75,1,20,72
44,56,10,9,43,9,45,4,0,40,72
30,56,14,10,43,48,45,75,1,40,72
32,56,12,12,11,0,73,75,1,40,72
64,18,17,16,40,57,29,3,0,40,7
26,56,14,10,40,16,77,75,1,40,72
20,56,10,9,43,48,50,4,0,52,72
27,56,3,3,43,17,45,75,0,35,42
28,56,15,13,43,70,73,75,0,20,72
67,62,9,8,40,16,29,75,0,20,72
61,56,10,9,40,38,29,75,0,40,72
52,62,11,15,40,57,29,46,0,65,72
35,56,10,9,64,48,45,4,0,40,72
53,56,14,10,40,9,29,75,0,40,72
56,56,10,9,40,9,29,75,0,40,72
55,56,11,15,40,16,29,75,0,40,72
39,56,15,13,11,60,73,75,0,60,72
26,56,14,10,43,70,45,4,0,75,72
29,66,13,11,40,58,29,75,0,40,72
41,62,10,9,64,16,73,75,0,40,72
34,56,10,9,64,9,45,75,0,45,54
21,56,10,9,43,9,73,75,0,35,72
41,56,12,12,40,16,77,75,1,50,72
28,56,10,9,43,38,50,75,1,40,72
29,56,10,9,40,60,29,75,0,60,72
23,56,9,8,40,24,50,75,0,40,72
68,62,10,9,40,60,29,75,0,40,72
77,56,10,9,76,0,45,75,1,10,72
38,66,17,16,40,57,29,75,0,45,72
55,56,16,14,40,16,29,75,0,40,72
49,56,14,10,40,9,29,75,0,40,72
39,56,10,9,43,38,45,75,1,10,72
23,56,14,10,43,68,45,75,0,48,72
18,18,8,7,43,48,50,3,0,15,52
37,56,10,9,76,0,73,75,1,68,72
35,56,7,6,76,48,45,4,1,40,72
17,37,8,7,43,9,50,75,0,35,72
43,56,14,10,40,9,29,75,0,40,72
23,56,14,10,43,9,50,75,0,40,72
40,56,14,10,40,38,29,75,0,40,72
44,56,15,13,40,60,29,75,0,40,72
18,56,9,8,43,60,50,75,1,20,72
37,37,14,10,40,0,29,75,0,40,6
53,66,17,16,40,57,29,75,0,40,72
36,56,10,9,40,60,29,75,0,60,72
30,66,14,10,43,0,45,75,1,37,72
42,56,15,13,40,0,77,3,1,40,52
47,56,10,9,40,9,29,75,0,40,72
59,66,14,10,40,16,29,75,0,40,72
56,63,14,10,11,48,45,75,1,40,72
25,56,15,13,43,60,50,75,1,40,72
53,18,14,10,43,57,73,75,1,40,72
36,56,10,9,11,16,73,75,0,45,72
41,63,14,10,40,16,29,75,0,50,72
36,56,10,9,40,9,29,75,0,45,72
31,56,15,13,40,60,29,75,0,55,72
47,56,15,13,40,57,29,75,0,60,72
37,56,10,9,40,70,29,75,0,40,72
37,63,10,9,43,17,50,75,0,85,72
42,56,12,12,11,57,73,75,1,45,72
32,56,14,10,43,0,45,75,1,40,72
32,56,12,12,11,57,73,4,1,35,72
28,56,10,9,40,60,29,75,0,40,72
39,18,6,5,40,38,29,75,0,40,72
19,56,14,10,43,24,50,75,0,16,72
36,56,14,10,40,16,29,75,0,60,72
31,56,15,13,40,16,29,75,0,60,72
25,56,10,9,40,60,29,75,0,48,72
42,56,10,9,40,60,29,4,0,40,72
44,62,10,9,40,16,29,75,0,60,21
44,66,15,13,40,57,29,1,0,38,72
28,66,14,10,40,0,29,3,0,20,72
53,56,10,9,40,9,29,75,0,50,72
34,56,10,9,41,48,73,75,1,65,72
39,56,13,11,11,0,73,4,1,40,72
57,37,10,9,40,9,29,75,0,40,72
47,56,10,9,40,70,29,75,0,48,72
41,56,14,10,40,60,29,75,0,40,72
44,56,12,12,40,57,29,75,0,40,72
28,56,5,4,40,60,47,75,0,40,72
29,56,13,11,43,57,45,75,0,43,72
51,56,15,13,11,16,45,75,0,50,72
47,56,10,9,40,0,29,75,0,38,72
53,56,15,13,43,48,45,75,0,50,33
19,56,14,10,43,16,50,4,0,30,72
28,56,10,9,40,9,29,75,0,43,72
64,62,17,16,40,57,29,75,0,60,6
36,56,15,13,43,0,45,75,1,50,72
24,56,10,9,43,55,45,75,1,45,15
29,62,14,10,43,16,45,75,0,60,72
46,56,10,9,40,70,29,75,0,40,72
32,56,15,13,40,60,29,75,0,44,72
32,56,15,13,40,24,29,3,0,40,72
45,56,14,10,11,16,45,75,0,50,72
44,63,16,14,11,16,73,75,1,40,72
63,56,14,10,40,60,29,4,0,40,72
52,62,16,14,11,16,45,4,1,50,72
36,56,15,13,40,16,29,75,0,50,72
47,56,5,4,40,9,29,4,0,60,72
34,56,12,12,11,38,45,75,0,40,72
53,56,14,10,40,70,29,75,0,40,72
46,56,14,10,43,9,50,75,0,40,72
17,56,8,7,43,48,50,75,0,12,72
25,56,15,13,43,57,45,75,1,40,72
47,56,14,10,11,0,45,75,1,60,72
26,56,15,13,43,16,73,3,0,60,74
30,56,15,13,40,48,77,3,1,40,52
28,56,2,2,43,55,45,75,1,40,42
29,56,9,8,43,16,45,75,0,42,15
70,56,15,13,76,57,73,75,1,20,59
23,56,10,9,43,0,73,75,1,40,72
38,56,10,9,40,60,29,75,0,44,72
34,56,15,13,43,60,45,75,0,45,72
33,56,15,13,43,57,45,75,1,45,72
43,56,14,10,40,16,29,75,0,40,72
51,56,8,7,40,24,29,75,0,40,72
48,56,2,2,40,38,29,75,0,40,54
43,18,15,13,43,16,45,75,0,40,72
24,37,14,10,43,0,45,75,1,40,72
53,56,6,5,41,38,73,4,0,75,23
24,56,14,10,43,9,45,75,0,40,72
30,63,13,11,11,9,45,75,0,49,72
58,56,10,9,40,9,29,75,0,40,72
31,66,14,10,11,0,73,75,1,40,72
42,62,15,13,40,16,29,75,0,70,72
20,56,10,9,43,24,50,75,0,40,72
26,56,8,7,43,48,45,75,0,40,72
30,56,15,13,41,60,45,75,1,50,72
30,56,10,9,40,70,29,75,0,65,72
33,56,10,9,64,24,73,75,0,35,59
37,56,10,9,40,9,29,75,0,45,72
50,56,17,16,11,57,45,75,1,50,72
38,56,7,6,40,38,29,75,0,40,72
26,56,10,9,11,16,45,75,1,41,72
42,56,15,13,40,70,29,75,0,40,72
28,66,14,10,40,58,29,75,0,40,72
28,56,7,6,43,48,47,1,0,40,42
29,56,10,9,40,38,29,75,0,40,72
27,56,14,10,64,0,73,75,1,20,72
43,56,13,11,40,9,29,75,0,99,72
41,56,13,11,43,57,45,75,1,45,72
61,56,14,10,11,0,73,75,1,43,72
35,56,10,9,11,0,50,75,1,40,72
41,56,10,9,40,9,29,75,0,44,72
53,56,10,9,40,68,29,75,0,40,72
52,56,15,13,41,48,45,75,0,50,72
36,62,12,12,40,57,29,75,0,70,72
55,63,15,13,76,60,73,75,1,15,72
47,56,15,13,40,9,29,75,0,50,72
22,56,13,11,43,48,47,75,1,40,42
34,56,15,13,43,57,45,75,1,45,10
25,56,14,10,43,9,50,75,1,50,72
37,56,14,10,40,70,29,75,0,40,72
38,56,14,10,11,0,73,75,1,40,8
43,37,15,13,11,57,50,75,1,39,72
41,18,14,10,41,0,45,4,0,40,72
46,56,7,6,40,9,29,75,0,45,72
38,63,10,9,40,9,29,75,0,25,72
23,56,10,9,43,9,50,4,0,40,72
52,56,13,11,40,70,29,75,0,56,72
30,56,14,10,11,16,73,75,1,40,72
34,56,15,13,43,48,45,75,1,15,72
64,18,15,13,11,0,45,4,1,40,72
73,63,10,9,40,17,29,75,0,40,72
17,56,8,7,43,24,50,75,0,30,72
23,56,14,10,40,60,77,75,1,47,72
35,56,15,13,43,60,45,75,0,55,72
44,56,10,9,11,9,73,75,0,40,72
21,56,14,10,43,24,45,75,0,40,72
43,62,15,13,40,60,29,75,0,60,72
43,56,10,9,40,70,29,75,0,40,72
44,56,14,10,11,9,45,75,0,55,72
30,56,10,9,40,48,29,75,0,55,20
26,56,14,10,43,0,45,75,1,40,72
38,63,15,13,40,57,29,3,0,60,72
17,56,8,7,43,48,50,4,1,25,72
60,56,14,10,40,9,29,46,0,32,72
38,56,15,13,43,16,45,75,0,55,72
66,56,14,10,11,0,45,75,1,20,72
45,56,9,8,43,48,50,75,0,10,42
27,37,10,9,40,24,29,75,0,40,72
65,56,13,11,40,0,29,75,0,15,72
25,56,5,4,40,9,29,75,0,60,72
61,56,7,6,40,17,29,75,0,55,72
19,56,14,10,43,16,50,75,1,40,72
26,56,14,10,43,0,45,75,1,40,72
56,18,14,10,40,0,29,3,0,40,36
27,56,15,13,43,16,50,75,0,40,72
26,66,15,13,43,57,45,75,1,60,72
41,63,10,9,40,48,29,75,0,10,72
18,56,8,7,43,24,50,75,0,12,72
25,56,15,13,43,60,45,75,0,40,72
42,56,15,13,40,0,77,4,1,40,72
17,37,8,7,43,57,50,4,0,15,72
35,62,11,15,40,57,29,75,0,50,72
32,56,10,9,40,58,29,75,0,90,72
59,56,14,10,43,0,50,75,1,34,72
31,66,15,13,40,57,77,75,1,35,72
45,37,10,9,11,48,50,4,1,40,72
19,56,14,10,43,48,50,4,0,25,72
40,56,10,9,40,24,29,75,0,40,72
22,56,14,10,43,48,50,75,0,16,72
64,56,3,3,76,48,45,4,1,16,72
57,56,6,5,40,9,29,4,0,40,72
28,56,10,9,40,38,29,4,0,40,72
33,56,10,9,40,9,29,75,0,40,72
30,56,12,12,64,48,73,75,1,40,72
50,56,10,9,40,38,29,75,0,45,72
32,56,6,5,40,17,29,4,0,40,72
25,56,14,10,40,16,77,75,1,15,72
27,63,12,12,40,70,29,75,0,70,72
46,56,14,10,40,9,29,75,0,40,72
41,63,10,9,40,48,29,75,0,60,72
24,56,10,9,43,60,45,75,0,38,72
24,56,15,13,43,16,50,75,1,15,72
54,56,8,7,11,55,73,4,1,10,72
36,56,10,9,40,9,50,75,1,40,72
34,37,15,13,40,58,29,75,0,40,72
19,56,14,10,43,24,50,75,0,20,72
26,37,16,14,43,57,45,75,1,40,72
23,18,15,13,43,57,45,75,1,15,72
40,56,11,15,40,57,29,75,0,45,72
46,56,10,9,40,9,29,75,0,50,72
28,56,14,10,43,57,45,4,1,50,72
45,56,13,11,76,0,45,3,1,40,72
33,18,14,10,43,0,50,3,1,40,72
50,56,15,13,11,16,45,75,1,50,72
35,56,15,13,40,16,29,75,0,50,72
32,56,15,13,40,9,29,75,0,70,42
23,56,10,9,43,70,50,75,0,40,72
22,56,14,10,43,48,45,75,0,25,72
22,62,14,10,43,9,50,75,0,35,72
24,66,15,13,43,38,45,75,0,35,72
32,56,10,9,11,48,73,75,1,35,72
38,56,15,13,40,57,29,75,0,40,72
44,56,14,10,40,70,29,75,0,40,72
42,56,10,9,11,17,45,75,0,44,72
44,56,15,13,40,57,29,75,0,55,72
18,56,10,9,43,9,50,75,0,25,72
53,56,14,10,43,16,45,4,1,40,72
20,56,14,10,43,0,50,3,1,40,74
54,56,13,11,40,9,29,3,0,40,74
19,56,14,10,43,0,50,75,0,40,72
41,37,15,13,64,57,73,4,1,40,72
47,56,10,9,11,9,45,4,0,44,72
31,56,15,13,40,16,29,4,0,40,72
25,56,14,10,43,60,50,75,1,40,72
40,63,14,10,43,9,50,75,0,40,72
51,62,8,7,11,60,45,75,0,40,72
28,56,15,13,40,16,29,75,0,40,72
48,56,10,9,40,60,29,75,0,15,72
41,56,14,10,40,9,29,75,0,40,33
23,56,14,10,43,24,50,75,0,30,72
45,56,10,9,40,24,29,75,0,48,72
37,56,10,9,40,48,29,4,0,40,72
44,56,14,10,40,70,29,75,0,40,72
49,56,10,9,11,38,45,75,0,40,72
31,56,15,13,40,16,29,75,0,40,72
40,56,14,10,11,48,45,75,0,45,72
37,56,12,12,11,16,45,75,1,48,72
33,56,5,4,40,24,29,75,0,40,42
37,56,13,11,40,57,29,75,0,40,35
41,56,10,9,76,38,45,75,1,40,72
24,56,10,9,43,48,47,75,0,25,72
38,56,10,9,11,9,45,75,0,40,72
35,56,14,10,40,60,29,75,0,40,72
51,63,15,13,40,17,29,75,0,8,72
51,56,10,9,40,9,29,75,0,40,72
38,66,15,13,40,57,29,75,0,45,72
48,56,10,9,40,38,29,75,0,40,72
24,56,13,11,40,9,29,75,0,40,22
53,56,10,9,40,38,29,75,0,48,72
25,18,10,9,43,70,50,75,0,40,72
50,63,12,12,40,38,29,75,0,40,72
56,56,8,7,64,48,45,4,1,40,72
36,56,10,9,40,68,29,75,0,50,72
44,56,13,11,40,9,29,75,0,40,72
43,63,15,13,40,17,29,75,0,70,72
40,56,15,13,40,17,29,75,0,40,72
56,56,10,9,40,16,29,75,0,55,72
51,63,9,8,40,48,29,75,0,99,72
26,56,15,13,43,68,45,75,0,40,72
57,18,15,13,43,0,45,75,0,40,72
32,56,15,13,11,16,73,75,1,40,6
47,63,14,10,40,16,29,75,0,80,72
61,37,10,9,40,58,29,75,0,40,72
51,62,16,14,40,16,29,75,0,50,72
45,56,10,9,11,48,45,75,1,40,72
50,56,14,10,40,0,47,75,1,35,72
47,56,14,10,40,9,29,75,0,40,72
56,56,14,10,40,0,29,75,0,35,72
24,56,10,9,40,24,29,75,0,50,72
44,56,10,9,11,0,45,3,1,40,74
66,56,10,9,40,48,29,4,0,4,72
31,56,16,14,40,57,29,75,0,43,72
41,56,13,11,40,9,29,75,0,43,72
48,56,16,14,40,16,29,4,0,45,72
42,56,15,13,40,16,29,75,0,40,72
31,56,14,10,43,0,47,75,0,40,72
47,56,10,9,40,9,29,3,0,60,35
41,37,15,13,40,58,29,75,0,40,72
31,56,12,12,40,0,29,75,0,40,33
32,18,14,10,40,68,77,75,1,40,72
30,56,14,10,40,57,29,75,0,68,72
35,63,6,5,40,9,29,75,0,30,72
34,56,14,10,40,16,29,75,0,40,72
61,37,16,14,43,57,73,75,1,25,72
50,56,10,9,40,58,29,75,0,38,72
25,37,15,13,43,0,45,3,0,20,30
45,56,12,12,43,0,45,4,1,40,72
41,56,15,13,40,16,29,75,0,50,72
36,56,14,10,40,16,29,75,0,55,72
90,18,10,9,40,9,29,75,0,30,72
59,63,10,9,40,16,29,75,0,50,72
45,62,10,9,40,60,77,75,1,50,72
20,56,14,10,43,60,45,75,0,25,72
39,56,13,11,40,48,29,75,0,40,72
41,56,10,9,40,60,29,75,0,40,72
20,56,10,9,43,0,73,3,1,15,72
38,56,15,13,11,0,73,3,1,40,52
30,56,14,10,40,9,29,75,0,40,72
28,37,10,9,43,70,50,4,1,40,72
49,63,10,9,40,17,29,75,0,98,72
23,56,14,10,40,60,29,75,0,45,72
25,37,14,10,43,0,73,4,1,40,72
21,56,14,10,43,24,50,75,0,25,72
39,56,14,10,11,48,73,75,1,60,72
20,56,14,10,43,68,50,75,1,20,72
50,56,10,9,11,58,45,75,0,40,72
51,18,16,14,40,57,29,75,0,40,72
25,56,10,9,43,0,45,75,1,40,72
40,37,16,14,40,57,77,75,1,40,72
44,56,15,13,43,0,73,4,1,40,72
32,56,5,4,43,55,45,75,1,15,42
42,66,11,15,40,57,29,3,0,72,30
30,56,10,9,43,60,45,75,1,35,72
33,56,10,9,40,48,50,75,1,25,72
55,56,10,9,40,38,29,75,0,40,72
58,56,14,10,40,16,29,75,0,40,72
26,62,15,13,43,16,45,75,0,50,72
63,63,10,9,76,60,45,75,0,70,72
57,62,11,15,40,57,29,75,0,35,72
53,18,14,10,40,58,29,75,0,60,72
29,18,12,12,11,0,45,75,1,40,72
28,37,13,11,40,58,29,4,0,46,72
34,56,14,10,40,68,29,75,0,40,72
52,56,14,10,43,0,73,75,0,45,72
34,63,13,11,43,48,47,75,1,40,72
27,63,15,13,43,60,45,75,0,50,72
44,56,14,10,64,68,45,75,1,38,72
44,56,13,11,11,70,45,75,0,40,72
24,56,3,3,41,17,45,75,0,40,42
20,56,14,10,43,60,47,75,1,40,72
69,56,10,9,76,48,45,75,1,18,72
30,56,7,6,40,9,29,75,0,40,72
58,56,2,2,40,17,29,75,0,40,72
47,56,5,4,40,38,77,4,1,35,72
45,63,11,15,43,57,45,75,0,30,72
17,56,8,7,43,60,50,75,1,8,72
40,56,12,12,40,0,29,75,0,40,72
56,56,10,9,11,70,45,75,0,40,72
49,56,14,10,40,0,29,75,0,40,72
45,37,13,11,40,58,29,75,0,60,72
40,56,1,1,43,48,45,75,1,20,72
58,56,10,9,11,0,45,75,1,40,72
32,56,14,10,11,24,45,75,0,16,72
28,63,14,10,40,57,29,75,0,7,72
